"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5899","testarClassificacaoEspn()","","Thu Feb 19 18:52:35 UTC 2026","broken","Thu Feb 19 18:52:41 UTC 2026","","org.example.TabelaTest","org.example.TabelaTest","testarClassificacaoEspn"
